1,1,98.14506573318977,-0.022941852340306212,1.2963852213943028E-11,137.58228535118565,0.7133553966098876
1,2,98.14506573318977,-0.022941852340306212,-0.02294185232734236,137.58228535118565,0.7133553966098876
2,2,294.39230169860275,0.037881005096224385,-0.022941852294278142,137.58228535118565,2.1397544091316094
2,3,294.39230169860275,0.037881005096224385,0.014939152801945355,137.58228535118565,2.1397544091316094
3,3,588.7799215994037,0.039543778184047085,0.014939152801696665,137.58228535118565,4.279474789188983
3,4,588.7799215994037,0.039543778184047085,0.054482930985745526,137.58228535118565,4.279474789188983
4,4,981.3262163342133,0.05626806151795449,0.05448293098555501,137.58228535118565,7.132649481939693
4,5,981.3262163342133,0.05626806151795449,0.11075099250351617,137.58228535118565,7.132649481939693
5,5,1472.0144710057557,0.07185559909043526,0.11075099250348286,137.58228535118565,10.699156997198916
5,6,1472.0144710057557,0.07185559909043526,0.18260659159391412,137.58228535118565,10.699156997198916
6,6,2060.8935099227383,0.07689394734152089,0.182606591593927,137.58228535118565,14.979352208478037
6,7,2060.8935099227383,0.07689394734152089,0.2595005389354492,137.58228535118565,14.979352208478037
7,7,2747.7841765760986,0.12534077670652355,0.259500538935455,137.58228535118565,19.971932938621002
7,8,2747.7841765760986,0.12534077670652355,0.384841315641979,137.58228535118565,19.971932938621002
8,8,3533.3563197615713,0.010437541309952003,0.38484131564197144,137.58228535118565,25.681767901605234
8,9,3533.3563197615713,0.010437541309952003,0.3952788569519248,137.58228535118565,25.681767901605234
9,9,4414.720834856082,0.8872808866017161,0.39527885695192655,137.58228535118565,32.08785799412538
9,10,4414.720834856082,0.8872808866017161,1.282559743553643,137.58228535118565,32.08785799412538
10,11,-98.14506573310791,0.008746706478238053,-9.467981954003335E-13,null,null
10,12,-98.14506573310791,0.008746706478238053,0.008746706477293031,null,null
11,12,-294.39230169855364,0.0476038057221011,0.008746706478117261,null,null
11,13,-294.39230169855364,0.0476038057221011,0.05635051220022547,null,null
12,13,-588.7799215993746,0.05310849613142743,0.0563505122002379,null,null
12,14,-588.7799215993746,0.05310849613142743,0.10945900833165823,null,null
13,14,-981.326216334186,0.07646482953431466,0.10945900833164801,null,null
13,15,-981.326216334186,0.07646482953431466,0.18592383786595956,null,null
14,15,-1472.0144710057139,0.061546043508020176,0.18592383786595246,null,null
14,16,-1472.0144710057139,0.061546043508020176,0.24746988137397175,null,null
15,16,-2060.8935099226974,0.1823752854918661,0.2474698813739744,null,null
15,17,-2060.8935099226974,0.1823752854918661,0.42984516686583873,null,null
16,17,-2747.7841765760536,-0.20329420352404348,0.42984516686584406,null,null
16,18,-2747.7841765760536,-0.20329420352404348,0.22655096334180147,null,null
17,18,-3533.3563197615226,1.3083943498460382,0.22655096334180058,null,null
17,19,-3533.3563197615226,1.3083943498460382,1.5349453131878388,null,null
18,2,98.16760691901436,-3.669780931088147E-27,0.0,34.39557133779641,2.8540769378393924
18,11,98.16760691901436,-3.669780931088147E-27,-0.0,34.39557133779641,2.8540769378393924
19,3,196.24883077005506,2.738925062927353E-27,0.0,34.39557133779641,5.705642416656189
19,12,196.24883077005506,2.738925062927353E-27,-0.0,34.39557133779641,5.705642416656189
20,4,294.4225671142485,-2.9030081312133234E-28,0.0,34.39557133779641,8.559897558402094
20,13,294.4225671142485,-2.9030081312133234E-28,-0.0,34.39557133779641,8.559897558402094
21,5,392.56339030525123,3.7865323450608567E-28,0.0,34.39557133779641,11.413195799247369
21,14,392.56339030525123,3.7865323450608567E-28,-0.0,34.39557133779641,11.413195799247369
22,6,490.74362536141416,-8.330371159133885E-28,0.0,34.39557133779641,14.267639881363115
22,15,490.74362536141416,-8.330371159133885E-28,-0.0,34.39557133779641,14.267639881363115
23,7,588.7986615788614,-3.7865323450608567E-28,0.0,34.39557133779641,17.118443993743043
23,16,588.7986615788614,-3.7865323450608567E-28,-0.0,34.39557133779641,17.118443993743043
24,8,687.3167880462352,1.262177448353619E-28,0.0,34.39557133779641,19.982711765306842
24,17,687.3167880462352,1.262177448353619E-28,-0.0,34.39557133779641,19.982711765306842
25,9,784.1009065359513,1.5146129380243427E-28,0.0,34.39557133779641,22.79656583794911
25,18,784.1009065359513,1.5146129380243427E-28,-0.0,34.39557133779641,22.79656583794911
26,10,0.0,0.0,0.0,34.39557133779641,0.0
26,19,0.0,0.0,-0.0,34.39557133779641,0.0
27,1,-138.7980830398733,-4.263256414560601E-14,0.0,null,null
27,11,-138.7980830398733,-4.263256414560601E-14,-0.0,null,null
28,2,-277.5355026805304,-8.526512829121202E-14,0.0,null,null
28,12,-277.5355026805304,-8.526512829121202E-14,-0.0,null,null
29,3,-416.3269646584792,-1.1368683772161603E-13,0.0,null,null
29,13,-416.3269646584792,-1.1368683772161603E-13,-0.0,null,null
30,4,-555.1442938732714,-2.6716406864579767E-12,0.0,null,null
30,14,-555.1442938732714,-2.6716406864579767E-12,-0.0,null,null
31,5,-693.937984653681,-2.7284841053187847E-12,0.0,null,null
31,15,-693.937984653681,-2.7284841053187847E-12,-0.0,null,null
32,6,-832.8007234336355,-1.7053025658242404E-13,0.0,null,null
32,16,-832.8007234336355,-1.7053025658242404E-13,-0.0,null,null
33,7,-971.4100966486699,1.0800249583553523E-12,0.0,null,null
33,17,-971.4100966486699,1.0800249583553523E-12,-0.0,null,null
34,8,-1110.9667791153906,-3.410605131648481E-13,0.0,null,null
34,18,-1110.9667791153906,-3.410605131648481E-13,-0.0,null,null
35,9,-1246.437650641042,-1.1368683772161603E-13,0.0,null,null
35,19,-1246.437650641042,-1.1368683772161603E-13,-0.0,null,null